Time  Force
64.411  844.0
64.425  844.0
64.443  844.0
64.458  844.0
64.477  844.0
64.493  844.0
64.509  844.0
64.526  845.0
64.542  845.0
64.559  845.0
64.575  845.0
64.592  845.0
64.609  845.0
64.626  845.0
64.642  845.0
64.659  845.0
64.678  845.0
64.692  845.0
64.709  845.0
64.726  844.0
64.743  844.0
64.759  844.0
64.775  844.0
64.793  844.0
64.81  844.0
64.825  844.0
64.843  844.0
64.859  844.0
64.876  844.0
64.899  844.0
64.911  844.0
64.926  845.0
64.942  845.0
64.959  845.0
64.976  845.0
64.992  845.0
65.009  845.0
65.026  845.0
65.043  845.0
65.059  845.0
65.076  845.0
65.092  845.0
65.109  845.0
65.125  845.0
65.142  845.0
65.159  845.0
65.176  845.0
65.192  845.0
65.21  845.0
65.226  845.0
65.243  845.0
65.259  845.0
65.275  845.0
65.294  845.0
65.31  845.0
65.326  845.0
65.343  845.0
65.359  845.0
65.376  845.0
65.42  845.0
65.43  845.0
65.457  845.0
65.476  845.0
65.489  845.0
65.503  845.0
65.517  845.0
65.536  846.0
65.556  846.0
65.573  846.0
65.592  846.0
65.609  846.0
65.624  846.0
65.643  846.0
65.663  846.0
65.675  846.0
65.692  846.0
65.707  846.0
65.727  845.0
65.743  845.0
65.757  845.0
65.773  845.0
65.79  845.0
65.813  845.0
65.824  845.0
65.84  845.0
65.859  845.0
65.874  845.0
65.891  845.0
65.909  845.0
65.93  845.0
65.96  845.0
65.982  845.0
65.996  845.0
66.022  845.0
66.034  845.0
66.049  845.0
66.064  845.0
66.081  845.0
66.102  845.0
66.116  845.0
66.132  846.0
66.149  846.0
66.185  846.0
66.209  846.0
66.227  846.0
66.253  846.0
66.262  846.0
66.279  846.0
66.297  846.0
66.325  33.0
66.352  33.0
66.363  33.0
66.389  33.0
66.408  33.0
66.417  33.0
66.435  33.0
66.454  33.0
66.468  33.0
66.487  33.0
66.502  33.0
66.535  33.0
66.544  33.0
66.561  33.0
66.578  33.0
66.594  33.0
66.613  33.0
66.628  33.0
66.646  33.0
66.665  33.0
66.677  33.0
66.693  33.0
66.711  33.0
66.73  33.0
66.749  33.0
66.762  33.0
66.776  33.0
66.794  33.0
66.81  33.0
66.831  33.0
66.85  33.0
66.863  33.0
66.877  33.0
66.897  33.0
66.91  33.0
66.926  33.0
66.944  33.0
66.961  33.0
66.977  33.0
66.992  33.0
67.009  33.0
67.027  33.0
67.044  33.0
67.059  33.0
67.077  33.0
67.094  33.0
67.114  33.0
67.133  33.0
67.147  33.0
67.161  33.0
67.178  33.0
67.195  33.0
67.212  33.0
67.228  33.0
67.243  33.0
67.261  33.0
67.278  33.0
67.3  33.0
67.314  33.0
67.329  33.0
67.358  33.0
67.377  33.0
67.397  33.0
67.409  33.0
67.423  33.0
67.44  33.0
67.464  33.0
67.476  33.0
67.492  33.0
67.507  33.0
67.524  33.0
67.541  33.0
67.565  33.0
67.579  33.0
67.591  33.0
67.607  33.0
67.625  33.0
67.647  33.0
67.658  33.0
67.675  33.0
67.692  33.0
67.707  33.0
67.724  33.0
67.741  33.0
67.758  33.0
67.774  33.0
67.791  33.0
67.809  33.0
67.824  33.0
67.843  33.0
67.857  33.0
67.874  33.0
67.891  33.0
67.907  33.0
67.929  33.0
67.941  33.0
67.956  33.0
67.976  33.0
67.991  33.0
68.007  33.0
68.026  33.0
68.041  33.0
68.058  33.0
68.075  33.0
68.097  33.0
68.108  33.0
68.132  33.0
68.14  33.0
68.158  33.0
68.175  33.0
68.195  33.0
68.208  33.0
68.231  33.0
68.25  33.0
68.258  33.0
68.275  33.0
68.294  33.0
68.312  33.0
68.326  33.0
68.344  33.0
68.359  33.0
68.378  33.0
68.394  33.0
68.409  33.0
68.427  33.0
68.445  33.0
68.473  33.0
68.483  33.0
68.499  33.0
68.516  33.0
68.533  33.0
68.553  33.0
68.572  33.0
68.582  33.0
68.598  33.0
68.617  33.0
68.636  33.0
68.653  33.0
68.668  33.0
68.681  33.0
68.7  33.0
68.717  33.0
68.734  33.0
68.75  33.0
68.766  33.0
68.782  33.0
68.802  33.0
68.815  33.0
68.832  33.0
68.849  33.0
68.868  33.0
68.885  33.0
68.901  33.0
68.917  33.0
68.933  33.0
68.953  33.0
68.968  33.0
68.983  33.0
68.999  33.0
69.016  33.0
69.034  33.0
69.051  33.0
69.07  33.0
69.083  33.0
69.098  33.0
69.117  33.0
69.133  33.0
69.153  33.0
69.166  33.0
69.182  33.0
69.202  33.0
69.218  33.0
69.232  33.0
69.25  33.0
69.27  33.0
69.281  33.0
69.299  33.0
69.315  33.0
69.332  33.0
69.35  33.0
69.368  33.0
69.382  33.0
69.401  33.0
69.415  33.0
69.431  33.0
69.449  33.0
69.468  33.0
69.482  33.0
69.5  33.0
69.515  33.0
69.532  33.0
69.549  33.0
69.566  33.0
69.583  33.0
69.6  33.0
69.617  33.0
69.632  33.0
69.65  33.0
69.667  33.0
69.683  33.0
69.699  33.0
69.716  33.0
69.732  33.0
69.749  33.0
69.765  33.0
69.782  33.0
69.8  33.0
69.816  33.0
69.833  33.0
69.848  33.0
69.865  33.0
69.882  33.0
69.899  33.0
69.915  33.0
69.932  32.0
69.949  32.0
69.965  32.0
69.982  32.0
69.998  32.0
70.016  32.0
70.033  32.0
70.049  32.0
70.066  32.0
70.083  32.0
70.098  32.0
70.114  32.0
70.132  32.0
70.148  32.0
70.166  32.0
70.182  32.0
70.199  32.0
70.216  32.0
70.232  32.0
70.249  32.0
70.265  32.0
70.282  32.0
70.299  32.0
70.315  32.0
70.332  32.0
70.348  32.0
70.366  32.0
70.382  32.0
70.4  32.0
70.415  32.0
70.432  32.0
70.449  32.0
70.467  32.0
70.482  32.0
70.498  32.0
70.515  32.0
70.532  32.0
70.549  32.0
70.566  32.0
70.583  32.0
70.599  32.0
70.616  32.0
70.633  32.0
70.65  32.0
70.666  32.0
70.684  32.0
70.699  32.0
70.717  32.0
70.732  32.0
70.749  32.0
70.765  32.0
70.783  32.0
70.799  32.0
70.815  32.0
70.832  32.0
70.849  32.0
70.866  32.0
70.882  32.0
70.901  32.0
70.914  32.0
70.933  845.0
70.95  845.0
70.966  845.0
70.983  845.0
70.998  845.0
71.015  845.0
71.033  845.0
71.052  845.0
71.068  845.0
71.086  845.0
71.099  845.0
71.115  845.0
71.132  844.0
71.15  844.0
71.166  844.0
71.183  844.0
71.201  844.0
71.217  844.0
71.235  844.0
71.251  844.0
71.266  844.0
71.282  844.0
71.299  844.0
71.316  844.0
71.333  844.0
71.349  844.0
71.368  844.0
71.384  844.0
71.399  844.0
71.416  844.0
71.433  844.0
71.449  844.0
71.466  844.0
71.482  844.0
71.498  844.0
71.515  844.0
71.533  845.0
71.555  845.0
71.565  845.0
71.582  845.0
71.598  845.0
71.615  845.0
71.634  845.0
71.65  845.0
71.665  845.0
71.683  845.0
71.699  845.0
71.716  845.0
71.732  845.0
71.75  845.0
71.766  845.0
71.783  845.0
71.8  845.0
71.816  845.0
71.831  845.0
71.849  845.0
71.866  845.0
71.883  845.0
71.9  845.0
71.916  845.0
71.932  844.0
71.949  844.0
71.966  844.0
71.982  844.0
71.999  844.0
72.016  844.0
72.033  844.0
72.049  844.0
72.065  844.0
72.083  844.0
72.099  844.0
72.115  844.0
72.131  845.0
72.15  845.0
72.167  845.0
72.183  845.0
72.2  845.0
72.215  845.0
72.232  845.0
72.253  845.0
72.266  845.0
72.298  845.0
72.307  845.0
72.324  845.0
72.342  845.0
72.357  845.0
72.375  845.0
72.39  845.0
72.407  845.0
72.424  845.0
72.441  845.0
72.457  845.0
72.475  845.0
72.491  845.0
72.507  845.0
72.524  845.0
72.541  843.0
72.558  843.0
72.574  843.0
72.592  843.0
72.607  843.0
72.624  843.0
72.641  843.0
72.658  843.0
72.674  843.0
72.691  843.0
72.709  843.0
72.724  843.0
72.741  845.0
72.758  845.0
72.774  845.0
72.791  845.0
72.807  845.0
72.824  845.0
72.841  845.0
72.857  845.0
72.874  845.0
72.89  845.0
72.908  845.0
72.925  845.0
72.941  844.0
72.958  844.0
72.974  844.0
72.991  844.0
73.008  844.0
73.024  844.0
73.041  844.0
73.057  844.0
73.075  844.0
73.091  844.0
73.108  844.0
73.125  844.0
73.141  845.0
73.157  845.0
73.174  845.0
73.191  845.0
73.208  845.0
73.224  845.0
73.241  845.0
73.258  845.0
73.275  845.0
73.292  845.0
73.309  845.0
73.324  845.0
73.341  845.0
73.358  845.0
73.375  845.0
73.393  845.0
73.408  845.0
73.424  845.0
73.441  845.0
73.458  845.0
73.479  845.0
73.492  845.0
73.509  845.0
73.526  845.0
73.54  845.0
73.558  845.0
73.575  845.0
73.591  845.0
73.608  845.0
73.625  845.0
73.641  845.0
73.658  845.0
73.675  845.0
73.692  845.0
73.708  845.0
73.724  845.0
73.742  844.0
73.757  844.0
73.775  844.0
73.793  844.0
73.813  844.0
73.825  844.0
73.84  844.0
73.858  844.0
73.875  844.0
73.895  844.0
73.911  844.0
73.925  844.0
73.942  845.0
73.958  845.0
73.975  845.0
73.993  845.0
74.008  845.0
74.025  845.0
74.042  845.0
74.059  845.0
74.075  845.0
74.092  845.0
74.108  845.0
74.125  845.0
74.142  845.0
74.159  845.0
74.175  845.0
74.192  845.0
74.207  845.0
74.224  845.0
74.241  845.0
74.258  845.0
74.275  845.0
74.292  845.0
74.308  845.0
74.325  845.0
74.342  845.0
74.357  845.0
74.376  845.0
74.392  845.0
74.407  845.0
74.426  845.0
74.442  845.0
74.458  845.0
74.476  845.0
74.492  845.0
74.508  845.0
74.525  845.0
74.542  845.0
74.558  845.0
74.575  845.0
74.592  845.0
74.608  845.0
74.625  845.0
74.642  845.0
74.659  845.0
74.675  845.0
74.691  845.0
74.708  845.0
74.725  845.0
74.741  845.0
74.759  845.0
74.776  845.0
74.792  845.0
74.809  845.0
74.825  845.0
74.843  845.0
74.858  845.0
74.875  845.0
74.892  845.0
74.909  845.0
74.924  845.0
74.941  845.0
74.958  845.0
74.975  845.0
74.992  845.0
75.008  845.0
75.024  845.0
75.041  845.0
75.058  845.0
75.075  845.0
75.092  845.0
75.108  845.0
75.125  845.0
75.141  845.0
75.158  845.0
75.175  845.0
75.191  845.0
75.208  845.0
75.225  845.0
75.242  845.0
75.259  845.0
75.274  845.0
75.291  845.0
75.308  845.0
75.326  845.0
75.342  34.0
75.359  34.0
75.375  34.0
75.392  34.0
75.409  34.0
75.425  34.0
75.442  34.0
75.458  34.0
75.475  34.0
75.492  34.0
75.509  34.0
75.525  34.0
75.542  34.0
75.558  34.0
75.575  34.0
75.592  34.0
75.608  34.0
75.625  34.0
75.642  34.0
75.659  34.0
75.675  34.0
75.693  34.0
75.709  34.0
75.725  33.0
75.742  33.0
75.758  33.0
75.775  33.0
75.792  33.0
75.809  33.0
75.826  33.0
75.841  33.0
75.859  33.0
75.875  33.0
75.899  33.0
75.913  33.0
75.928  33.0
75.943  33.0
75.967  33.0
75.976  33.0
75.992  33.0
76.01  33.0
76.026  33.0
76.043  33.0
76.06  33.0
76.076  33.0
76.093  33.0
76.109  33.0
76.126  33.0
76.143  34.0
76.159  34.0
76.177  34.0
76.193  34.0
76.209  34.0
76.226  34.0
76.243  34.0
76.26  34.0
76.275  34.0
76.294  34.0
76.313  34.0
76.327  34.0
76.342  34.0
76.36  34.0
76.375  34.0
76.392  34.0
76.409  34.0
76.426  34.0
76.444  34.0
76.459  34.0
76.476  34.0
76.494  34.0
76.511  34.0
76.528  34.0
76.543  34.0
76.56  34.0
76.577  34.0
76.594  34.0
76.611  34.0
76.631  34.0
76.644  34.0
76.658  34.0
76.676  34.0
76.694  34.0
76.708  34.0
76.727  34.0
76.744  34.0
76.761  34.0
76.778  34.0
76.793  34.0
76.809  34.0
76.827  34.0
76.846  34.0
76.863  34.0
76.879  34.0
76.892  34.0
76.909  34.0
76.927  34.0
76.945  33.0
76.962  33.0
76.976  33.0
76.993  33.0
77.01  33.0
77.028  33.0
77.042  33.0
77.064  33.0
77.078  33.0
77.092  33.0
77.11  33.0
77.127  33.0
77.144  33.0
77.16  33.0
77.176  33.0
77.194  33.0
77.21  33.0
77.228  33.0
77.245  33.0
77.259  33.0
77.277  33.0
77.293  33.0
77.309  33.0
77.327  34.0
77.342  34.0
77.358  34.0
77.376  34.0
77.393  34.0
77.409  34.0
77.427  34.0
77.445  34.0
77.462  34.0
77.475  34.0
77.492  34.0
77.51  34.0
77.527  34.0
77.543  34.0
77.561  34.0
77.576  34.0
77.593  34.0
77.61  34.0
77.629  34.0
77.648  34.0
77.661  34.0
77.676  34.0
77.693  34.0
77.711  34.0
77.729  34.0
77.743  34.0
77.759  34.0
77.777  34.0
77.792  34.0
77.812  34.0
77.827  34.0
77.842  34.0
77.86  34.0
77.876  34.0
77.894  34.0
77.914  34.0
77.926  34.0
77.943  33.0
77.961  33.0
77.979  33.0
77.993  33.0
78.009  33.0
78.027  33.0
78.057  33.0
78.064  33.0
78.083  33.0
78.1  33.0
78.125  33.0
78.142  34.0
78.158  34.0
78.174  34.0
78.197  34.0
78.214  34.0
78.241  34.0
78.253  34.0
78.267  34.0
78.293  34.0
78.302  34.0
78.318  34.0
78.334  33.0
78.352  33.0
78.37  33.0
78.388  33.0
78.411  33.0
78.422  33.0
78.437  33.0
78.455  33.0
78.472  33.0
78.489  33.0
78.511  33.0
78.527  33.0
78.545  33.0
78.564  33.0
78.578  33.0
78.6  33.0
78.613  33.0
78.63  33.0
78.648  33.0
78.664  33.0
78.679  33.0
78.695  33.0
78.716  33.0
78.729  33.0
78.745  33.0
78.763  33.0
78.78  33.0
78.796  33.0
78.814  33.0
78.831  33.0
78.849  33.0
78.864  33.0
78.879  33.0
78.898  33.0
78.912  33.0
78.935  33.0
78.946  33.0
78.963  33.0
78.98  33.0
78.999  33.0
79.017  33.0
79.031  33.0
79.049  33.0
79.063  33.0
79.079  33.0
79.096  33.0
79.114  33.0
79.129  33.0
79.146  33.0
79.164  33.0
79.179  33.0
79.196  33.0
79.214  33.0
79.23  33.0
79.246  33.0
79.263  33.0
79.28  33.0
79.296  33.0
79.314  33.0
79.33  33.0
79.346  33.0
79.363  33.0
79.38  33.0
79.397  33.0
79.413  33.0
79.43  33.0
79.446  33.0
79.463  33.0
79.48  33.0
79.495  33.0
79.513  33.0
79.529  33.0
79.546  33.0
79.566  33.0
79.579  33.0
79.597  33.0
79.613  33.0
79.629  33.0
79.646  33.0
79.663  33.0
79.679  33.0
79.697  33.0
79.713  33.0
79.73  33.0
79.746  33.0
79.763  33.0
79.779  33.0
79.796  33.0
79.813  33.0
79.829  33.0
79.846  33.0
79.862  33.0
79.88  33.0
79.896  33.0
79.913  33.0
79.929  33.0
79.946  845.0
79.963  845.0
79.979  845.0
79.996  845.0
80.014  845.0
80.029  845.0
80.046  845.0
80.062  845.0
80.079  845.0
80.095  845.0
80.113  845.0
80.13  845.0
80.145  846.0
80.162  846.0
80.179  846.0
80.196  846.0
80.213  846.0
80.23  846.0
80.247  846.0
80.263  846.0
80.279  846.0
80.297  846.0
80.313  846.0
80.33  846.0
80.347  845.0
80.363  845.0
80.38  845.0
80.397  845.0
80.413  845.0
80.43  845.0
80.446  845.0
80.463  845.0
80.479  845.0
80.496  845.0
80.514  845.0
80.53  845.0
80.547  844.0
80.563  844.0
80.579  844.0
80.597  844.0
80.613  844.0
80.629  844.0
80.646  844.0
80.663  844.0
80.68  844.0
80.697  844.0
80.713  844.0
80.73  844.0
80.747  845.0
80.763  845.0
80.779  845.0
80.796  845.0
80.813  845.0
80.83  845.0
80.847  845.0
80.863  845.0
80.88  845.0
80.899  845.0
80.917  845.0
80.929  845.0
80.946  844.0
80.962  844.0
80.98  844.0
80.996  844.0
81.016  844.0
81.031  844.0
81.047  844.0
81.064  844.0
81.08  844.0
81.097  844.0
81.113  844.0
81.13  844.0
81.146  844.0
81.163  844.0
81.18  844.0
81.197  844.0
81.214  844.0
81.23  844.0
81.247  844.0
81.263  844.0
81.28  844.0
81.296  844.0
81.314  844.0
81.33  844.0
81.347  844.0
81.364  844.0
81.38  844.0
81.397  844.0
81.413  844.0
81.43  844.0
81.446  844.0
81.463  844.0
81.479  844.0
81.496  844.0
81.514  844.0
81.53  844.0
81.547  845.0
81.563  845.0
81.58  845.0
81.597  845.0
81.613  845.0
81.632  845.0
81.646  845.0
81.663  845.0
81.68  845.0
81.697  845.0
81.713  845.0
81.73  845.0
81.746  844.0
81.763  844.0
81.78  844.0
81.796  844.0
81.813  844.0
81.83  844.0
81.847  844.0
81.863  844.0
81.88  844.0
81.896  844.0
81.913  844.0
81.93  844.0
81.947  845.0
81.963  845.0
81.98  845.0
81.997  845.0
82.013  845.0
82.03  845.0
82.047  845.0
82.063  845.0
82.08  845.0
82.096  845.0
82.114  845.0
82.13  845.0
82.146  845.0
82.163  845.0
82.18  845.0
82.196  845.0
82.213  845.0
82.231  845.0
82.247  845.0
82.264  845.0
82.28  845.0
82.297  845.0
82.314  845.0
82.33  845.0
82.347  845.0
82.363  845.0
82.382  845.0
82.397  845.0
82.413  845.0
82.43  845.0
82.447  845.0
82.463  845.0
82.48  845.0
82.496  845.0
82.513  845.0
82.53  845.0
82.547  845.0
82.563  845.0
82.58  845.0
82.597  845.0
82.613  845.0
82.631  845.0
82.647  845.0
82.664  845.0
82.68  845.0
82.697  845.0
82.714  845.0
82.73  845.0
82.747  845.0
82.763  845.0
82.781  845.0
82.797  845.0
82.813  845.0
82.831  845.0
82.847  845.0
82.863  845.0
82.88  845.0
82.896  845.0
82.914  845.0
82.931  845.0
82.947  845.0
82.964  845.0
82.98  845.0
82.996  845.0
83.013  845.0
83.03  845.0
83.047  845.0
83.063  845.0
83.08  845.0
83.096  845.0
83.113  845.0
83.13  845.0
83.146  844.0
83.163  844.0
83.18  844.0
83.196  844.0
83.214  844.0
83.23  844.0
83.248  844.0
83.264  844.0
83.28  844.0
83.296  844.0
83.313  844.0
83.331  844.0
83.347  844.0
83.363  844.0
83.379  844.0
83.396  844.0
83.416  844.0
83.43  844.0
83.446  844.0
83.464  844.0
83.481  844.0
83.496  844.0
83.515  844.0
83.53  844.0
83.547  845.0
83.564  845.0
83.58  845.0
83.597  845.0
83.613  845.0
83.63  845.0
83.647  845.0
83.664  845.0
83.681  845.0
83.697  845.0
83.714  845.0
83.73  845.0
83.747  845.0
83.764  845.0
83.78  845.0
83.797  845.0
83.814  845.0
83.83  845.0
83.847  845.0
83.866  845.0
83.88  845.0
83.898  845.0
83.913  845.0
83.93  845.0
83.946  846.0
83.964  846.0
83.98  846.0
83.997  846.0
84.013  846.0
84.03  846.0
84.047  846.0
84.063  846.0
84.081  846.0
84.097  846.0
84.113  846.0
84.13  846.0
84.147  846.0
84.164  846.0
84.18  846.0
84.197  846.0
84.214  846.0
84.231  846.0
84.247  846.0
84.264  846.0
84.28  846.0
84.297  846.0
84.314  846.0
84.33  846.0
84.347  33.0
84.363  33.0
84.38  33.0
84.397  33.0
84.414  33.0
84.43  33.0
84.447  33.0
84.465  33.0
84.481  33.0
84.498  33.0
84.513  33.0
84.53  33.0
84.547  33.0
84.564  33.0
84.58  33.0
84.598  33.0
84.614  33.0
84.63  33.0
84.648  33.0
84.664  33.0
84.68  33.0
84.697  33.0
84.714  33.0
84.731  33.0
84.747  33.0
84.764  33.0
84.78  33.0
84.798  33.0
84.815  33.0
84.83  33.0
84.847  33.0
84.864  33.0
84.881  33.0
84.897  33.0
84.914  33.0
84.93  33.0
84.947  33.0
84.964  33.0
84.981  33.0
84.998  33.0
85.014  33.0
85.031  33.0
85.047  33.0
85.064  33.0
85.081  33.0
85.098  33.0
85.114  33.0
85.131  33.0
85.147  33.0
85.164  33.0
85.181  33.0
85.197  33.0
85.214  33.0
85.231  33.0
85.247  33.0
85.264  33.0
85.28  33.0
85.297  33.0
85.314  33.0
85.331  33.0
85.347  33.0
85.363  33.0
85.382  33.0
85.4  33.0
85.413  33.0
85.43  33.0
85.447  33.0
85.464  33.0
85.48  33.0
85.5  33.0
85.514  33.0
85.532  33.0
85.548  33.0
85.563  33.0
85.581  33.0
85.597  33.0
85.614  33.0
85.63  33.0
85.647  33.0
85.664  33.0
85.68  33.0
85.697  33.0
85.714  33.0
85.731  33.0
85.748  33.0
85.764  33.0
85.78  33.0
85.797  33.0
85.814  33.0
85.832  33.0
85.847  33.0
85.865  33.0
85.881  33.0
85.897  33.0
85.916  33.0
85.93  33.0
85.947  33.0
85.964  33.0
85.984  33.0
86.003  33.0
86.014  33.0
86.03  33.0
86.047  33.0
86.064  33.0
86.08  33.0
86.097  33.0
86.114  33.0
86.131  33.0
86.148  33.0
86.164  33.0
86.181  33.0
86.199  33.0
86.215  33.0
86.231  33.0
86.248  33.0
86.264  33.0
86.281  33.0
86.299  33.0
86.314  33.0
86.331  33.0
86.348  33.0
86.364  33.0
86.381  33.0
86.397  33.0
86.414  33.0
86.43  33.0
86.447  33.0
86.465  33.0
86.482  33.0
86.498  33.0
86.517  33.0
86.532  33.0
86.546  33.0
86.564  33.0
86.581  33.0
86.597  33.0
86.614  33.0
86.631  33.0
86.648  33.0
86.664  33.0
86.681  33.0
86.697  33.0
86.714  33.0
86.731  33.0
86.747  33.0
86.764  33.0
86.781  33.0
86.798  33.0
86.815  33.0
86.831  33.0
86.848  33.0
86.864  33.0
86.881  33.0
86.898  33.0
86.914  33.0
86.931  33.0
86.948  33.0
86.964  33.0
86.981  33.0
86.997  33.0
87.014  33.0
87.031  33.0
87.047  33.0
87.064  33.0
87.081  33.0
87.098  33.0
87.115  33.0
87.131  33.0
87.148  33.0
87.164  33.0
87.182  33.0
87.197  33.0
87.214  33.0
87.232  33.0
87.247  33.0
87.265  33.0
87.282  33.0
87.3  33.0
87.317  33.0
87.333  33.0
87.348  33.0
87.364  33.0
87.381  33.0
87.398  33.0
87.414  33.0
87.432  33.0
87.449  33.0
87.467  33.0
87.484  33.0
87.5  33.0
87.514  33.0
87.531  33.0
87.547  33.0
87.565  33.0
87.582  33.0
87.597  33.0
87.616  33.0
87.634  33.0
87.65  33.0
87.668  33.0
87.682  33.0
87.702  33.0
87.715  33.0
87.734  33.0
87.749  33.0
87.765  33.0
87.784  33.0
87.801  33.0
87.818  33.0
87.832  33.0
87.847  33.0
87.866  33.0
87.884  33.0
87.899  33.0
87.92  33.0
87.932  33.0
87.952  32.0
87.967  32.0
87.982  32.0
88.0  32.0
88.017  32.0
88.033  32.0
88.051  32.0
88.066  32.0
88.087  32.0
88.099  32.0
88.118  32.0
88.132  32.0
88.151  32.0
88.166  32.0
88.185  32.0
88.199  32.0
88.218  32.0
88.235  32.0
88.251  32.0
88.265  32.0
88.284  32.0
88.3  32.0
88.317  32.0
88.334  32.0
88.353  32.0
88.367  32.0
88.391  32.0
88.401  32.0
88.419  32.0
88.433  32.0
88.451  32.0
88.466  32.0
88.484  32.0
88.502  32.0
88.516  32.0
88.533  32.0
88.55  32.0
88.568  32.0
88.583  32.0
88.601  32.0
88.616  32.0
88.634  32.0
88.65  32.0
88.669  32.0
88.684  32.0
88.707  32.0
88.723  32.0
88.741  32.0
88.761  33.0
88.77  33.0
88.787  33.0
88.817  33.0
88.827  33.0
88.843  33.0
88.86  33.0
88.888  33.0
88.906  33.0
88.922  33.0
88.945  845.0
88.956  845.0
88.972  845.0
88.989  845.0
89.006  845.0
89.024  845.0
89.043  845.0
89.056  845.0
89.073  845.0
89.092  845.0
89.106  845.0
89.13  845.0
89.141  845.0
89.157  844.0
89.18  844.0
89.197  844.0
89.206  844.0
89.224  844.0
89.239  844.0
89.257  844.0
89.276  844.0
89.29  844.0
89.306  844.0
89.326  844.0
89.339  844.0
89.355  844.0
89.375  844.0
89.39  844.0
89.406  844.0
89.428  844.0
89.44  844.0
89.455  844.0
89.475  844.0
89.49  844.0
89.515  844.0
89.523  844.0
89.54  844.0
89.558  844.0
89.575  844.0
89.592  844.0
89.607  844.0
89.624  844.0
89.642  844.0
89.668  844.0
89.68  844.0
89.699  844.0
89.717  844.0
89.736  844.0
89.744  844.0
89.762  845.0
89.78  845.0
89.798  845.0
89.816  845.0
89.834  845.0
89.848  845.0
89.862  845.0
89.882  845.0
89.899  845.0
89.917  845.0
89.929  845.0
89.946  844.0
89.967  844.0
89.98  844.0
89.998  844.0
90.017  844.0
90.03  844.0
90.048  844.0
90.064  844.0
90.084  844.0
90.096  844.0
90.112  844.0
90.132  844.0
90.151  844.0
90.164  844.0
90.179  844.0
90.197  844.0
90.218  844.0
90.229  844.0
90.247  844.0
90.262  844.0
90.279  844.0
90.296  844.0
90.313  844.0
90.329  844.0
90.346  845.0
90.363  845.0
90.381  845.0
90.399  845.0
90.413  845.0
90.429  845.0
90.448  845.0
90.462  845.0
90.479  845.0
90.497  845.0
90.513  845.0
90.53  845.0
90.546  845.0
90.563  845.0
90.58  845.0
90.597  845.0
90.613  845.0
90.629  845.0
90.646  845.0
90.663  845.0
90.679  845.0
90.696  845.0
90.713  845.0
90.73  845.0
90.748  844.0
90.763  844.0
90.779  844.0
90.796  844.0
90.814  844.0
90.83  844.0
90.847  844.0
90.865  844.0
90.88  844.0
90.896  844.0
90.913  844.0
90.929  844.0
90.948  844.0
90.963  844.0
90.979  844.0
90.997  844.0
91.013  844.0
91.032  844.0
91.047  844.0
91.063  844.0
91.08  844.0
91.096  844.0
91.113  844.0
91.13  844.0
91.146  845.0
91.163  845.0
91.179  845.0
91.197  845.0
91.215  845.0
91.235  845.0
91.255  845.0
91.275  845.0
91.297  845.0
91.306  845.0
91.323  845.0
91.34  845.0
91.357  844.0
91.375  844.0
91.39  844.0
91.407  844.0
91.424  844.0
91.439  844.0
91.457  844.0
91.474  844.0
91.49  844.0
91.507  844.0
91.523  844.0
91.54  844.0
91.557  844.0
91.573  844.0
91.59  844.0
91.607  844.0
91.623  844.0
91.64  844.0
91.657  844.0
91.674  844.0
91.69  844.0
91.706  844.0
91.723  844.0
91.74  844.0
91.757  844.0
91.773  844.0
91.79  844.0
91.807  844.0
91.824  844.0
91.84  844.0
91.857  844.0
91.874  844.0
91.89  844.0
91.906  844.0
91.923  844.0
91.94  844.0
91.956  844.0
91.973  844.0
91.99  844.0
92.007  844.0
92.024  844.0
92.043  844.0
92.056  844.0
92.073  844.0
92.09  844.0
92.107  844.0
92.124  844.0
92.14  844.0
92.157  843.0
92.173  843.0
92.19  843.0
92.207  843.0
92.223  843.0
92.24  843.0
92.257  843.0
92.273  843.0
92.291  843.0
92.307  843.0
92.323  843.0
92.34  843.0
92.357  845.0
92.373  845.0
92.39  845.0
92.407  845.0
92.424  845.0
92.44  845.0
92.457  845.0
92.473  845.0
92.49  845.0
92.507  845.0
92.523  845.0
92.54  845.0
92.557  844.0
92.573  844.0
92.59  844.0
92.607  844.0
92.624  844.0
92.64  844.0
92.657  844.0
92.674  844.0
92.69  844.0
92.707  844.0
92.724  844.0
92.74  844.0
92.758  845.0
92.774  845.0
92.791  845.0
92.807  845.0
92.824  845.0
92.84  845.0
92.857  845.0
92.874  845.0
92.89  845.0
92.907  845.0
92.924  845.0
92.94  845.0
92.956  845.0
92.973  845.0
92.99  845.0
93.006  845.0
93.023  845.0
93.04  845.0
93.057  845.0
93.074  845.0
93.091  845.0
93.107  845.0
93.124  845.0
93.14  845.0
93.157  846.0
93.174  846.0
93.19  846.0
93.207  846.0
93.224  846.0
93.24  846.0
93.257  846.0
93.273  846.0
93.29  846.0
93.307  846.0
93.323  846.0
93.341  34.0
93.357  34.0
93.374  34.0
93.391  34.0
93.407  34.0
93.426  34.0
93.444  34.0
93.456  34.0
93.473  34.0
93.49  34.0
93.506  34.0
93.523  34.0
93.541  34.0
93.557  34.0
93.574  34.0
93.59  34.0
93.607  34.0
93.624  34.0
93.641  34.0
93.657  34.0
93.674  34.0
93.691  34.0
93.707  34.0
93.724  34.0
93.741  34.0
93.757  34.0
93.774  34.0
