Time  Force1  Force2
17.762  808.0  1023.0
17.781  829.0  1023.0
17.801  835.0  1023.0
17.821  774.0  1023.0
17.821  774.0  1023.0
17.842  722.0  1023.0
17.861  903.0  1023.0
17.882  840.0  1023.0
17.901  766.0  1023.0
17.901  766.0  1023.0
17.922  722.0  1023.0
17.941  923.0  1023.0
17.961  851.0  1023.0
17.961  851.0  1023.0
17.981  783.0  1023.0
18.001  718.0  1023.0
18.022  922.0  1023.0
18.061  453.0  1023.0
18.061  453.0  1023.0
18.082  685.0  1023.0
18.102  856.0  1023.0
18.121  752.0  1023.0
18.143  672.0  1023.0
18.143  672.0  1023.0
18.162  875.0  1023.0
18.183  827.0  1023.0
18.202  941.0  1023.0
18.224  921.0  1023.0
18.224  921.0  1023.0
18.243  992.0  999.0
18.262  957.0  1023.0
18.283  710.0  1023.0
18.304  886.0  1023.0
18.304  886.0  1023.0
18.322  986.0  1012.0
18.343  741.0  1023.0
18.363  909.0  1023.0
18.363  909.0  1023.0
18.383  872.0  1023.0
18.402  999.0  1023.0
18.423  703.0  1023.0
18.444  875.0  1023.0
18.444  875.0  1023.0
18.463  972.0  1023.0
18.503  939.0  1023.0
18.524  924.0  1023.0
18.524  924.0  1023.0
18.544  977.0  1023.0
18.564  953.0  1023.0
18.583  930.0  1023.0
18.604  919.0  1023.0
18.604  919.0  1023.0
18.624  960.0  996.0
18.644  949.0  1023.0
18.664  1017.0  684.0
18.684  998.0  1010.0
18.684  998.0  1010.0
18.703  986.0  1023.0
18.722  879.0  1023.0
18.744  830.0  1023.0
18.744  830.0  1023.0
18.783  905.0  1023.0
18.783  905.0  1023.0
18.802  887.0  1023.0
18.843  952.0  1023.0
18.864  835.0  1023.0
18.883  930.0  1023.0
18.883  930.0  1023.0
18.904  690.0  1023.0
18.924  916.0  1023.0
18.944  959.0  1023.0
18.944  959.0  1023.0
18.964  907.0  1023.0
18.983  949.0  1023.0
19.004  933.0  1023.0
19.024  960.0  1023.0
19.024  960.0  1023.0
19.044  931.0  1023.0
19.064  924.0  1023.0
19.085  933.0  1023.0
19.085  933.0  1023.0
19.105  747.0  1023.0
19.125  702.0  967.0
19.145  722.0  788.0
19.183  448.0  854.0
19.203  418.0  844.0
19.223  394.0  847.0
19.223  394.0  847.0
19.243  362.0  814.0
19.262  347.0  801.0
19.282  342.0  779.0
19.302  343.0  988.0
19.302  343.0  988.0
19.321  313.0  989.0
19.342  217.0  960.0
19.361  303.0  996.0
19.361  303.0  996.0
19.382  343.0  1012.0
19.402  486.0  1023.0
19.424  613.0  1023.0
19.444  718.0  1023.0
19.444  718.0  1023.0
19.465  805.0  1023.0
19.486  866.0  1023.0
19.526  844.0  970.0
19.526  844.0  970.0
19.547  816.0  995.0
19.567  806.0  1019.0
19.587  790.0  920.0
19.607  778.0  965.0
19.607  778.0  965.0
19.627  770.0  998.0
19.647  779.0  1023.0
19.666  776.0  931.0
19.687  763.0  970.0
19.687  763.0  970.0
19.707  757.0  1002.0
19.727  748.0  881.0
19.747  733.0  915.0
19.767  723.0  970.0
19.767  723.0  970.0
19.787  728.0  1000.0
19.808  717.0  868.0
19.827  698.0  930.0
19.827  698.0  930.0
19.847  690.0  969.0
19.888  686.0  870.0
19.907  667.0  923.0
19.927  661.0  970.0
19.927  661.0  970.0
19.948  671.0  1002.0
19.968  666.0  873.0
19.987  649.0  934.0
19.987  649.0  934.0
20.007  651.0  970.0
20.028  665.0  1010.0
20.047  665.0  894.0
20.067  650.0  944.0
20.067  650.0  944.0
20.087  654.0  985.0
20.108  670.0  1020.0
20.127  667.0  913.0
20.127  667.0  913.0
20.148  656.0  956.0
20.167  661.0  995.0
20.228  661.0  970.0
20.228  661.0  970.0
20.248  669.0  1006.0
20.268  661.0  879.0
20.288  646.0  933.0
20.307  646.0  975.0
20.307  646.0  975.0
20.328  659.0  1009.0
20.348  655.0  895.0
20.348  655.0  895.0
20.368  647.0  944.0
20.387  648.0  985.0
20.409  666.0  1023.0
20.428  662.0  910.0
20.428  662.0  910.0
20.448  653.0  961.0
20.467  659.0  999.0
20.508  671.0  934.0
20.508  671.0  934.0
20.528  660.0  976.0
20.549  666.0  1011.0
20.569  661.0  883.0
20.588  643.0  937.0
20.609  644.0  979.0
20.609  644.0  979.0
20.629  664.0  1015.0
20.648  658.0  902.0
20.668  648.0  950.0
20.688  652.0  991.0
20.688  652.0  991.0
20.709  667.0  1022.0
20.728  666.0  921.0
20.749  653.0  961.0
20.749  653.0  961.0
20.768  660.0  998.0
20.789  677.0  1023.0
20.809  671.0  943.0
20.829  662.0  974.0
20.829  662.0  974.0
20.849  669.0  1012.0
20.869  660.0  894.0
20.909  647.0  980.0
20.929  662.0  1022.0
20.95  660.0  910.0
20.95  660.0  910.0
20.969  646.0  953.0
20.988  652.0  993.0
21.01  669.0  1023.0
21.01  669.0  1023.0
21.029  666.0  932.0
21.049  654.0  969.0
21.069  658.0  1003.0
21.09  656.0  879.0
21.09  656.0  879.0
21.109  641.0  935.0
21.129  639.0  973.0
21.15  655.0  1013.0
21.17  654.0  894.0
21.189  641.0  949.0
21.21  645.0  982.0
21.23  662.0  1020.0
21.23  662.0  1020.0
21.269  650.0  958.0
21.289  653.0  995.0
21.31  672.0  1023.0
21.31  672.0  1023.0
21.329  666.0  936.0
21.35  655.0  972.0
21.37  662.0  1010.0
21.39  656.0  881.0
21.39  656.0  881.0
21.41  640.0  940.0
21.43  643.0  978.0
21.45  658.0  1013.0
21.471  656.0  902.0
21.471  656.0  902.0
21.49  642.0  952.0
21.51  648.0  985.0
21.53  665.0  1023.0
21.53  665.0  1023.0
21.551  662.0  918.0
21.591  657.0  1002.0
21.611  650.0  867.0
21.63  635.0  926.0
21.63  635.0  926.0
21.65  635.0  965.0
21.671  647.0  1004.0
21.691  648.0  886.0
21.71  636.0  940.0
21.71  636.0  940.0
21.73  638.0  978.0
21.751  656.0  1017.0
21.771  653.0  908.0
